well_name,X,Y,Coal_seam_depth,Coal_seam_thickness,Reservoir_pressure,Floor_sandstone,Roof_sandstone,Gas_saturation,Gas_content,Water_content,Ash,Porosity,Permeability,Desorption_pressure
蒲1-5,642961.1,3955510,502.9175,5.682692,4.557882,60.37231,67.29242,69.50209,25.9015,1.111224,9.178304,7.540169,1.705862,3.481262
蒲1-6,643002.7,3955270,538.3297,5.273777,4.542679,67.66875,68.86862,64.9782,21.69214,1.118194,9.001136,7.310886,1.56195,2.41656
蒲1-7,643229.1,3955280,512.0345,5.849073,4.510402,64.77129,78.67505,70.3168,18.99346,1.100348,8.975881,8.24061,2.460203,1.85091
蒲1-8,643181.9,3955009,513.4832,5.916328,4.486273,62.37711,67.79514,70.87431,19.8513,1.105029,8.972748,8.271955,2.537207,1.996519
蒲1-9,643282.5,3954744,523.2661,5.896149,4.523474,59.09305,63.16414,57.00899,18.9807,1.123821,9.150085,6.717681,1.213035,1.840862
蒲2-10,643572.7,3954796,493.7941,6.247091,4.224553,62.76022,68.93337,67.01351,19.50441,1.101273,9.044119,7.618726,1.788306,1.922473
蒲2-12,643788.2,3954622,485.2346,6.146337,4.005447,58.3082,66.94183,58.12841,20.03814,1.102587,9.206515,7.792626,1.966671,2.023283
蒲2-13,644066.8,3954482,466.292,5.716914,3.674504,62.0633,57.81877,60.76711,20.25484,1.100455,8.984174,7.386654,1.572348,2.057609
蒲2-14,644297.6,3954298,469.6814,6.100875,3.408645,58.0722,70.96593,61.85685,20.3028,1.100059,9.320447,6.481005,1.074483,2.105339
蒲2-4,643012.9,3955773,488.6952,5.259746,4.590898,42.57079,68.78505,64.77567,21.59716,1.105815,9.277832,8.026274,2.219618,2.373565
蒲2-5,643138.4,3955658,499.8343,5.876366,4.611609,51.2499,72.40858,68.85399,19.10952,1.109499,9.071009,7.634189,1.797271,1.903395
蒲2-6,643254.8,3955471,520.4554,6.572948,4.557104,39.22293,74.35488,62.9728,16.13772,1.08088,8.811309,8.124036,2.288939,1.40808
蒲2-8,643367.3,3955095,506.7267,5.975326,4.490911,54.64258,76.72854,70.74526,19.91603,1.118948,9.095721,8.205579,2.427223,2.007232
蒲2-9,643381.3,3954902,504.4675,6.013171,4.394365,51.40269,72.86583,69.71024,18.46799,1.098782,9.028952,8.102596,2.392537,1.752301
蒲南1-1,641753.9,3955988,701.2854,5.331879,5.075741,75.28238,33.6206,57.76173,20.46471,1.257522,8.99768,7.375836,1.562288,2.047173
蒲南1-2,642056,3955758,664.7919,5.66235,4.776098,73.50442,67.34581,68.34182,25.85218,1.136048,8.89912,7.081664,1.359376,3.702027
蒲南1-3,642152.2,3955533,701.4353,5.629053,4.721186,70.80396,79.34148,62.03796,24.25158,1.227064,8.602019,6.576973,1.051736,2.979201
蒲南1-4,642432.4,3955377,663.5225,5.872927,4.440656,72.88742,83.98338,77.83228,23.11413,1.107113,8.478651,7.322876,1.526294,2.679615
蒲南2-6,641781.3,3955541,704.0358,5.761988,4.856731,71.22231,63.60431,60.97316,23.51848,1.128399,9.020906,7.766627,1.945114,2.655142
蒲南2-7,642000.7,3955311,697.942,5.795686,4.63222,87.33621,67.69639,68.20658,24.02317,1.124726,8.409141,6.709956,1.119087,2.839532
蒲南3-5,641248.1,3955584,714.2773,5.776239,4.799411,79.46229,75.17929,65.7748,18.52374,1.145757,9.193685,6.710328,1.195429,1.765739
蒲南3-6,641390.8,3955373,695.2366,5.875505,4.466401,81.85574,70.10503,69.51192,17.96417,1.240365,8.855504,6.949835,1.297218,1.659013
蒲南3-7,641652.2,3955270,707.3005,5.205628,4.823907,85.26963,75.60727,67.21177,18.84261,1.143716,8.831717,6.948183,1.280334,1.761641
蒲南3-9,642081.1,3954948,691.5668,6.017391,4.314702,68.2289,74.91064,75.47438,21.19255,1.120557,8.588234,7.252038,1.499257,2.237516
郑村-012,645325.7,3943990,325.3617,3.161151,1.580195,45.31914,33.29156,64.68402,16.25816,1.27036,9.16226,7.439968,1.752464,1.136935
郑村-016,645302.9,3944404,311.4334,2.136904,1.578803,42.11222,32.1685,70.74074,13.9786,1.119621,9.091763,7.629358,1.87769,1.109022
郑村-017,645001.2,3944613,292.043,0.552685,1.486143,37.62536,32.96376,67.55682,12.55943,1.12484,8.985434,7.935802,2.078672,0.937455
郑村-022,645491.9,3944830,337.0579,4.575191,1.556455,48.8166,29.98723,70.3699,16.91463,1.368504,9.24827,7.134647,1.556385,1.422098
郑村-023,645076.8,3944914,303.4013,1.412824,1.531944,40.07019,31.98844,69.50942,15.79212,1.134809,9.044751,7.753148,1.960011,1.336051
郑村-025,645306.3,3945049,339.7896,4.484559,1.629901,48.69459,30.15971,73.22677,17.66137,1.312785,9.250594,7.09519,1.533922,1.584802
郑村-032,644970.2,3945631,394.4121,7.127599,1.470957,57.22603,30.3128,63.45515,17.08221,1.292646,9.481419,6.16438,0.949874,1.475248
郑村-036,646343.8,3945741,351.0273,17.90244,2.248855,79.41942,25.02448,63.61249,14.60398,1.241853,9.59329,5.879834,0.72162,1.208628
郑村-038,645503.7,3945904,417.3547,7.249135,2.547429,57.15255,29.06289,63.69574,18.91505,1.229988,9.540937,5.635842,0.63733,1.809414
郑村-041,645766.8,3946057,397.5846,9.222672,2.462245,62.09726,27.86182,64.96792,18.74871,1.806575,9.587789,5.854073,0.743989,1.775745
郑村-047,646703.3,3946259,343.2268,6.528432,2.675773,70.41842,15.63262,62.28778,16.79174,1.417241,10.2175,6.310034,0.900414,1.426614
郑村-051,644979.8,3946634,410.733,7.764064,1.849484,61.59218,33.75358,68.60356,19.82977,1.220376,9.532354,6.279377,1.003143,1.854306
郑村-053,646098.8,3946630,385.3711,8.79734,2.758342,65.50188,24.80047,62.37381,17.52121,1.41449,9.780004,6.248773,0.927641,1.565348
郑村-056,646754.8,3946686,366.2194,7.529184,2.921118,65.60595,19.24076,56.99857,16.94973,1.171966,10.01605,6.3283,0.935755,1.420068
郑村-071,647150.5,3947224,454.9846,7.123202,3.025047,57.7491,29.83415,66.52726,14.03082,1.154801,9.581732,6.705048,1.171195,0.960887
郑村-072,646663.5,3947288,443.6733,7.345873,2.33303,59.23209,29.80579,58.1209,14.15028,1.153195,9.609813,6.629352,1.135786,1.049629
郑村-073,646232,3947409,447.2923,7.362628,2.856836,59.96039,33.7844,59.71151,17.29768,1.132005,9.571875,6.632688,1.151298,1.390484
郑村-079,646061.4,3947694,459.7336,7.224488,2.552249,61.39262,40.62679,53.15964,19.42689,1.150773,9.515443,6.653967,1.184801,1.660634
郑村-081,645221.4,3947845,463.9928,7.47578,2.568619,66.15098,45.9017,62.67728,21.16412,1.331913,9.446753,6.689897,1.240932,2.209726
郑村-082,647173.8,3947639,476.8304,6.490278,2.870122,54.61523,34.73986,60.86773,13.79177,1.126321,9.458286,6.973832,1.307801,1.111292
郑村-083,646815.1,3947705,478.2324,6.34598,3.131426,54.19593,37.1076,61.73354,15.74839,1.126474,9.429876,7.038417,1.342067,1.414661
郑村-084,646336.7,3947862,476.2589,6.910548,1.948598,58.75581,41.25547,58.23051,16.43845,1.156978,9.499942,6.734105,1.20696,1.259135
郑村-085,645809.7,3947884,464.9014,7.156565,2.512265,62.59856,43.9594,48.00166,20.97072,1.185436,9.486951,6.670996,1.208748,2.183796
郑村-086,645514,3947981,468.5007,7.375228,2.837688,66.65083,43.08099,65.93176,25.23485,1.133084,9.463697,6.676435,1.222467,1.919386
郑村-088,647015.4,3947935,478.6295,6.029096,2.587195,52.78563,39.48357,61.44463,17.67679,1.129724,9.376112,7.19684,1.420798,1.754108
郑村-089,646601.1,3948032,484.581,6.586598,2.449858,55.64144,42.21732,60.53246,15.06419,1.181403,9.470923,6.885904,1.268231,1.220715
郑村-090,646137.1,3948078,485.7829,7.079959,2.687514,61.40884,44.37866,58.96684,14.65971,1.120545,9.488948,6.672844,1.187294,1.204598
郑村-093,644972.4,3948273,485.9221,6.295971,2.702422,70.43224,49.11189,57.8268,19.68476,1.246538,9.301518,6.994836,1.43938,1.884422
郑村-095,646833.9,3948149,483.82,6.383832,2.307119,54.16296,42.06511,60.59229,13.41967,1.14266,9.440371,7.006454,1.324061,1.066306
郑村-105,645455.5,3948758,514.8428,6.214151,2.957633,69.40507,54.68824,62.25045,18.87006,1.155387,9.267787,6.977976,1.423352,1.742385
郑村-107,647347.6,3948481,533.4219,8.18101,2.345944,52.37337,47.80199,69.22411,16.09387,1.254156,9.806879,6.340077,0.918672,1.411027
郑村-113,644857.2,3948987,511.8548,6.08464,2.950339,74.07824,58.00653,64.49577,20.66909,2.93346,9.06389,7.553494,1.785881,2.136711
郑村-115,647189.8,3948717,525.705,7.58363,2.718526,56.22147,51.84406,67.76678,15.02278,1.143239,9.701418,6.295047,0.941432,1.312667
郑村-136,647506,3949296,536.8973,5.183588,3.492589,78.09496,62.81206,72.14617,15.46417,1.129682,9.503531,4.966341,0.469644,1.340225
郑村-137,647041.5,3949438,538.4818,5.362871,3.531893,75.74505,62.93285,72.20808,16.73402,1.137018,9.50209,5.144073,0.532741,1.541571
郑村-143,647345.7,3949548,536.0635,5.022983,4.166876,79.95925,63.73403,71.20402,16.28717,1.134283,9.50006,4.827554,0.421419,1.433959
