华加1,华加10,华加11-1,华加11-2,华加11-3,华加11,华加12,华加13,华加14,华加15,华加16,华加17,华加19,华加2-2,华加2,华加20,华加21,华加23,华加24,华加25,华加26,华加27,华加28,华加29,华加3-1,华加3-2,华加3,华加30,华加32,华加33,华加34,华加35,华加36,华加37,华加38,华加39,华加4,华加40,华加41,华加42,华加43,华加44,华加5,华加6,华加7,华加8,华加9,华固1-4,华固1-6,华固1-8,华固17-1,华固17-2,华固17-3,华固17-7,华固18-1,华固18-2,华固18-3,华固18-4,华固18-5,华固18-6,华固19-1,华固19-2,华固19-3,华固19-4,华固19-5,华固19-6,华固19-7,华固19-8,华固2-12,华固2-13,华固2-14,华固2-16,华固20-1,华固20-2,华固20-4,华固20-5,华固20-6,华固20-7,华固20-8,华固21-1,华固21-3,华固21-5,华固21-6,华固21-7,华固21-8,华固21-9,华固22-1,华固22-2,华固22-3,华固23-3,华固23-5,华固24-3,华固25-2,华固25-3,华固3-14,华固3-15,华固3-16,华固3-17,华固3-18,华固4-12,华固4-13,华固4-15,华固4-17,华固40-1,华固40-15,华固40-3,华固40-4,华固5-10,华固5-11,华固5-14,华固5-16,华固5-17,华固6-10,华固6-11,华固6-14,华固6-15,华固6-16,华固6-17,华固6-19,华固6-20,华固6-21,华固6-22,华固6-24,华固6-25,华固6-26,华固6-27,华固6-28,华固6-31,华固6-7,华固6-8,华固6-9,华固9-9,华尧10-5,华尧10-6,华尧11-6,华尧11-7,华尧12-7,华尧13-8,华尧13-9,华尧14-10,华尧14-9,华尧15-10,华尧15-11,华尧15-9,华尧16-10,华尧16-11,华尧16-9,华尧17-10,华尧17-9,华尧18-10,华尧18-9,华尧19-10,华尧19-9,华尧20-9,华尧4-4,华尧4-5,华尧5-4,华尧7-5,华尧8-4,华尧8-5,华尧9-4,华尧9-5,华成1-10,华成1-11,华成1-12,华成1-14,华成1-15,华成1-16,华成1-18,华成1-2,华成1-20,华成1-21,华成1-4,华成1-6,华成1-7,华成1-9,华溪1-10,华溪1-12,华溪1-18,华溪1-2,华溪1-20,华溪1-4,华溪1-8,华溪10-14,华溪10-16,华溪10-2,华溪10-20,华溪10-24,华溪10-26,华溪10-32,华溪10-34,华溪11-28,华溪11-30,华溪12-10,华溪12-11,华溪12-30,华溪16,华溪2-1,华溪2-6,华溪3-11,华溪3-8,华溪4-10,华溪4-12,华溪5-12,华溪5-14,华溪5-16,华溪5-20,华溪5-5,华溪5-7,华溪5-9,华溪6-16,华溪6-20,华溪6-22,华溪6-3,华溪7-10,华溪7-14,华溪7-16,华溪7-6,华溪8-10,华溪8-12,华溪8-14,华溪8-16,华溪8-18,华溪8-3,华溪8-5,华溪8-8,华溪9-12,华溪9-14,华溪9-16,华溪9-18,华溪9-20,华溪9-24,华溪9-3,华溪9-32,华蒲1-10,华蒲1-11,华蒲1-15,华蒲1-16,华蒲1-24,华蒲1-25,华蒲1-27,华蒲1-28,华蒲1-36,华蒲1-37,华蒲1-38,华蒲1-39,华蒲1-5,华蒲2-12,华蒲2-13,华蒲2-14,华蒲2-15,华蒲2-16,华蒲2-17,华蒲2-8,华蒲3-16,华蒲3-18,华蒲3-19,华蒲3-20,华蒲4-16,华蒲4-17,华蒲4-18,华蒲4-19,华蒲4-20,华蒲4-21,华蒲4-22,华蒲4-23,华蒲4-24,华蒲5-12,华蒲5-14,华蒲5-15,华蒲5-16,华蒲5-17,华蒲5-18,华蒲5-21,华蒲5-22,华蒲5-24,华蒲5-25,华蒲6-12,华蒲6-13,华蒲6-14,华蒲6-15,华蒲6-16,华蒲6-20,华蒲9-13,华蒲9-14,固1-7,固11-8,固12-10,固12-9,固13-9,固3-6,固6-10,固7-10,固7-12,固7-13,固7-15,固7-16,固7-17,固7-8,固7-9,固8-8,固8-9,固9-8,樊61,樊62,樊63,樊64,樊65,沁1-10-18-77,沁1-10-18-86,沁1-10-18-88,沁1-11-18-8,溪7-5,端氏-001,端氏-047,端氏-048,端氏-063,端氏-078,端氏-080,端氏-081,端氏-082,端氏-083,端氏-084,端氏-096,端氏-110,端氏-111,端氏-112,端氏-113,端氏-114,端氏-115,端氏-116,端氏-117,端氏-140,端氏-142,端氏-143,端氏-144,端氏-145,端氏-146,端氏-147,端氏-155,端氏-156,端氏-170,端氏-171,端氏-172,端氏-173,端氏-174,端氏-175,端氏-176,端氏-197,端氏-199,端氏-201,端氏-202,端氏-203,端氏-204,端氏-224,端氏-226,端氏-227,端氏-228,端氏-229,端氏-230,端氏-231,端氏-324,端氏-325,胡底102,胡底103,胡底249,蒲1-10,蒲1-12,蒲1-13,蒲1-2,蒲1-3,蒲1-4,蒲1-5,蒲1-6,蒲1-7,蒲1-8,蒲1-9,蒲2-10,蒲2-12,蒲2-13,蒲2-14,蒲2-4,蒲2-5,蒲2-6,蒲2-8,蒲2-9,蒲南1-1,蒲南1-2,蒲南1-3,蒲南1-4,蒲南2-6,蒲南2-7,蒲南3-5,蒲南3-6,蒲南3-7,蒲南3-9,郑村-012,郑村-016,郑村-017,郑村-022,郑村-023,郑村-025,郑村-032,郑村-036,郑村-038,郑村-041,郑村-047,郑村-051,郑村-053,郑村-056,郑村-071,郑村-072,郑村-073,郑村-079,郑村-081,郑村-082,郑村-083,郑村-084,郑村-085,郑村-086,郑村-088,郑村-089,郑村-090,郑村-093,郑村-095,郑村-105,郑村-107,郑村-113,郑村-115,郑村-136,郑村-137,郑村-143
1052,92,10532,3292,7842,1586,185,1674,1603,1111,1486,1016,2397,637,2211,1138,2699,2252,2261,1099,1839,906,739,1949,4470,9765,1062,0,1305,2180,6477,1073,1396,476,1531,3884,669,899,682,838,1373,646,1198,1388,265,1640,1656,800,2211,1252,16,2136,322,100,1529,592,2507,956,332,4595,1922,3520,1545,358,536,1023,1295,4654,1917,1157,286,1518,866,1467,1503,706,807,594,2622,702,2472,2431,1396,663,491,100,858,746,1153,506,501,1997,170,382,4,848,800,1594,1972,563,228,220,1217,914,998,999,656,741,559,1109,433,1084,22,1506,828,264,2329,2572,5141,206,526,684,2305,174,1431,2374,2036,550,1579,1520,1274,1625,898,804,2548,2048,1474,1618,737,1093,653,2292,752,1865,797,331,1136,444,289,253,524,147,1627,163,1720,2581,335,290,17,397,630,1460,6741,6246,2758,961,5076,4633,200,6743,0,200,3620,1139,5185,200,1691,1550,2708,2232,4062,1780,2438,408,1688,875,1105,1039,543,2458,468,725,260,356,777,100,227,842,1897,330,918,1824,2311,501,2130,1710,2262,200,611,422,2037,745,638,315,584,1324,1030,150,83,709,150,443,2554,479,253,319,234,592,744,402,575,110,325,747,1621,871,1586,1994,2500,3463,1466,740,1816,460,1976,268,2262,449,974,925,2239,1347,742,3287,551,3436,1954,1945,2001,984,956,1493,1338,764,0,287,289,2391,2706,1970,155,1262,1702,0,1394,1577,1246,1516,1305,405,877,1235,1528,0,790,1049,65,1426,1429,4768,176,3240,1830,1996,6248,2920,240,1295,50,2201,334,4223,2625,4758,1932,1621,485,353,50,2029,471,956,200,200,3671,5035,8866,2218,2073,701,3082,8234,12681,1521,3243,1171,2538,1965,3161,5373,5193,12699,788,4450,1779,4340,2599,4661,6460,9937,2193,897,1805,2371,1100,0,2409,8051,960,6855,3571,3580,3496,3354,981,1508,4836,2189,3694,2644,5208,1053,5156,267,4316,1609,1767,0,407,6255,3399,241,1833,1198,1412,265,501,1382,969,2012,1231,1926,1624,875,1144,187,1464,1871,4247,1680,2987,3422,364,238,318,718,4661,1582,1345,5990,4663,8416,3577,145,6659,1400,1649,4319,2953,200,146,0,644,771,2591,973,844,456,989,200,572,278,1292,2063,613,369,3647,253,792,1159,1118,0
1041,84,10517,3253,7823,1559,189,1644,1611,1111,1467,1020,2422,601,2196,1126,2690,2285,2206,1117,1810,874,717,1935,4437,9768,1054,0,1318,2179,6343,1061,1394,474,1481,3896,658,881,671,821,1380,646,1204,1362,247,1619,1612,800,2232,1259,42,2105,325,100,1468,571,2506,929,341,4594,1916,3503,1535,346,489,938,1293,4523,1918,1148,287,1534,841,1469,1467,696,804,599,2629,693,2484,2434,1406,660,470,100,864,743,1123,498,497,1986,170,387,100,870,788,1555,1952,562,232,208,1236,899,1003,1009,674,738,600,1107,425,1113,45,1493,826,259,2301,2544,5091,201,521,682,2314,212,1466,2374,2053,567,1569,1517,1261,1632,902,792,2607,2074,1487,1618,738,1086,664,2320,737,1933,798,338,1065,414,290,253,521,126,1624,161,1753,2589,337,280,5,406,621,1461,6749,6238,2763,961,5044,4557,200,6692,0,200,3550,1141,5139,200,1670,1543,2759,2220,3988,1779,2440,404,1701,875,1098,1029,550,2487,470,719,351,371,797,100,227,830,1897,330,873,1803,2304,491,2107,1713,2231,200,611,422,1982,705,635,315,591,1330,1026,150,87,695,150,434,2547,470,229,314,272,594,748,408,566,118,327,737,1618,842,1608,1989,2500,3440,1450,806,1820,451,1981,265,2276,443,969,923,2241,1347,731,3291,507,3414,1933,1954,1946,975,939,1445,1281,724,0,272,282,2387,2675,1906,154,1219,1692,0,1407,1564,1245,1447,1254,559,869,1233,1518,0,744,1022,95,1389,1409,4750,185,3243,1839,2001,6194,2861,249,1310,50,2164,334,4203,2636,4714,1912,1606,524,314,50,2002,453,913,200,200,3674,5007,8875,2193,2052,695,3022,8227,12642,1520,3212,1164,2548,1980,3185,5387,5184,12612,675,4472,1774,4313,2504,4667,6409,9877,2181,898,1829,2371,1080,0,2414,8030,957,6893,3581,3587,3490,3359,979,1480,4744,2190,3683,2618,5207,1068,5161,273,4303,1604,1711,184,343,6290,3396,240,1829,1174,1412,264,501,1342,976,2018,1223,1951,1613,841,1108,187,1427,1842,4276,1706,2833,3525,358,234,314,691,4658,1585,1269,5985,4685,8442,3575,150,6613,1368,1671,4417,2981,200,138,0,637,764,2524,920,837,447,985,200,570,275,1293,2592,615,326,3635,244,769,1128,1065,0
1036,89,10491,3231,7830,1531,189,1631,1615,1105,1445,1020,2341,586,2195,1130,2677,2331,2222,1115,1791,855,721,1917,4321,9759,1055,0,1325,2165,6491,1189,1646,632,1492,3879,652,906,606,844,1376,633,1192,1351,271,1617,1646,800,2263,1269,28,2107,330,100,1464,574,2510,942,334,4602,1915,3518,1531,345,458,955,1287,4453,1905,1150,286,1559,857,1471,1473,695,795,592,2622,698,2473,2357,1409,659,476,100,885,738,1126,493,492,1976,170,381,100,883,804,1558,1964,561,226,203,1242,894,1001,1000,702,736,565,1117,424,1136,20,1491,816,257,2276,2547,5105,198,520,660,2292,176,1504,2383,2077,575,1561,1516,1257,1625,907,790,2600,2096,1490,1628,742,1099,656,2358,748,2028,803,347,1060,428,299,245,530,126,1627,155,1780,2576,347,280,17,401,617,1463,6720,6243,2766,961,5007,4553,200,6724,0,200,3551,1141,5162,200,1640,1511,2730,2195,3942,1716,2414,393,1653,875,1082,1014,544,2419,463,710,299,380,813,100,227,808,1897,330,840,1794,2296,472,2097,1719,2194,200,611,422,1955,707,645,315,596,1303,1004,150,53,693,150,427,2544,465,236,310,247,558,720,401,563,118,308,739,1620,834,1583,2000,2500,3414,1451,855,1844,422,1949,262,2113,436,964,922,2221,1357,733,3285,527,3377,1944,1963,1964,967,952,1452,1298,741,0,337,275,2370,2404,1912,154,1246,1700,0,1431,1569,1253,1471,1278,631,877,1237,1524,0,757,1018,64,1396,1395,4677,176,3239,1826,2041,6201,2860,244,1345,50,2162,331,4191,2598,4704,1913,1613,498,329,50,2013,460,929,200,200,3666,4976,8864,2206,2072,710,3025,8225,12611,1520,2741,1161,2551,1980,3183,5380,5216,12641,573,4490,1800,4328,2528,4654,6443,9903,2184,880,1835,2369,1095,0,2414,8027,958,6932,3593,3582,3461,3357,988,1495,4795,2213,3670,2590,5188,1111,5149,262,4309,1614,1741,184,355,6240,3366,237,1822,1169,1409,266,482,1313,973,1997,1222,1973,1614,845,1121,187,1420,1859,4254,1695,2895,3506,361,235,317,700,4652,1631,1252,6015,4514,8403,3574,145,6609,1335,1607,4592,2935,200,122,0,626,760,2499,923,829,454,964,200,551,272,1288,2569,598,314,3594,252,776,1203,1042,0
1032,87,10482,3224,7797,1512,189,1590,1610,1097,1426,1019,2436,591,2198,1127,2715,2333,2201,1102,1786,835,714,1892,4467,9754,1048,111,1333,2162,6611,1185,1640,572,1485,3875,640,880,522,838,1371,619,1210,1349,282,1616,1648,800,2284,1273,50,2101,313,100,1474,588,2494,924,335,4615,1914,3515,1537,346,446,1045,1268,4433,1903,1152,287,1573,839,1508,1463,694,792,593,2626,693,2477,2323,1419,660,465,100,872,737,1112,490,490,1980,239,380,100,884,801,1549,1960,562,218,196,1249,888,996,1006,712,739,587,1134,422,1140,19,1492,810,253,2249,2543,5106,197,515,686,2299,184,1535,2388,2087,575,1566,1517,1260,1627,908,792,2612,2100,1475,1630,747,1104,644,2370,750,1954,805,349,1091,425,280,245,521,245,1630,149,1790,2579,346,280,17,371,626,1471,6865,6159,3241,964,4988,4900,200,6693,0,200,3558,1142,5076,200,1635,1488,2711,2191,3948,1709,2409,395,1657,875,1080,1017,543,2424,457,706,286,376,815,100,227,789,1891,330,843,1781,2313,472,2139,1713,2189,200,611,422,1953,693,650,315,616,1304,1006,150,44,686,150,429,2546,444,225,305,225,560,725,402,563,95,293,747,1606,741,1591,1994,2281,3400,1462,895,1800,389,1951,266,2096,445,969,923,2118,1440,733,3261,522,3338,1943,1971,1959,959,954,1448,1291,734,0,335,281,2453,2312,1892,155,1249,1703,0,1431,1568,1246,1444,1289,655,886,1238,1525,0,757,1027,102,1372,1432,4649,159,3248,1848,2050,6202,2819,246,1340,50,2150,331,4203,2631,4700,1800,1622,438,316,50,2034,423,918,200,200,3667,4944,8818,2198,2073,707,3012,8228,12609,1511,3241,1164,2549,1991,3192,5384,5221,12656,739,4493,1802,4334,2500,4649,6448,9887,2182,881,1827,2359,1101,0,2406,8012,953,6895,3593,3584,3449,3363,979,1499,4791,2217,3668,2571,5181,1121,5152,266,4285,1618,1747,150,338,6244,3319,236,1825,1168,1404,271,508,1307,988,1983,1041,1986,1616,844,1121,187,1425,1847,4268,1701,2877,3500,362,230,318,702,4621,1760,1292,5979,4499,8386,3558,100,6762,1339,1597,4364,2896,200,132,0,610,751,2355,887,822,452,958,200,543,250,1276,2496,582,311,3490,251,771,1133,1054,0
1039,85,10444,3220,7783,1517,186,1900,1610,1063,1466,999,2409,608,2181,1154,2668,2370,2215,1109,1767,823,728,1863,4472,9731,1060,279,1313,2136,6590,1186,1606,466,1508,3828,644,905,498,820,1353,615,1249,1354,281,1630,1708,834,2278,1267,30,2121,322,100,1499,582,2455,958,328,4599,1831,3511,1533,350,428,1062,1254,4426,1882,1154,289,1577,850,1512,1494,700,799,591,2617,691,2426,2357,1398,659,477,100,857,739,1138,496,501,1979,239,386,100,873,802,1590,1980,558,199,192,1231,885,968,998,694,741,594,1131,421,1119,14,1490,801,255,2279,2556,5129,197,508,654,2295,190,1539,2374,2064,575,1561,1512,1261,1613,901,751,2550,2086,1471,1619,733,1107,640,2347,753,1995,800,344,1089,430,277,245,527,245,1624,152,1756,2576,352,294,38,415,622,1462,6860,6006,3497,958,4919,4945,200,6732,165,200,3525,1183,5010,200,1633,1467,2647,2192,4030,1703,2408,395,1633,875,1085,1026,533,2377,451,715,203,371,801,100,288,779,1891,330,871,1799,2321,477,2112,1712,2191,200,611,422,1991,737,645,315,640,1309,1008,200,78,705,150,431,2552,442,223,317,199,545,714,397,561,92,294,748,1591,731,1550,1999,2281,3395,1460,1006,1913,422,1936,265,2112,443,944,920,2135,1443,720,3262,521,3368,1965,1924,2003,977,950,1482,1332,751,0,348,292,2439,2438,1896,152,1261,1710,0,1407,1570,1257,1521,1297,694,874,1236,1523,0,796,1047,68,1409,1405,4721,175,3236,1850,2044,6205,2834,244,1325,50,2167,331,4208,2628,4617,1938,1605,423,356,50,2046,430,948,200,200,3648,4891,8735,2174,2076,683,3032,8133,12606,1450,3224,1157,2529,1963,3144,5326,5164,12668,563,4432,1794,4320,2551,4606,6434,9870,2183,874,1751,2336,1098,0,2353,8002,943,6843,3506,3553,3403,3323,970,1516,4828,2162,3635,2522,5113,1111,5122,297,4277,1632,1761,189,359,6221,3335,230,1812,1161,1378,271,502,1331,1030,2001,970,1988,1618,894,1144,187,1363,1897,4210,1670,2992,3380,369,232,318,711,4553,1090,908,6009,4458,8452,3557,100,6749,1336,1566,4347,2790,200,144,0,610,741,2412,911,821,455,929,200,534,256,1263,2633,582,311,3471,237,787,1123,1042,0
1045,87,10411,3234,7767,1530,186,1866,1551,1049,1412,994,2441,608,2184,1141,2675,2434,2287,1098,1748,834,751,1866,4473,9728,1064,401,1303,2121,6645,1187,1581,517,1556,3794,650,919,667,821,1356,634,1242,1379,278,1674,1716,834,2275,1262,98,2127,323,100,1510,589,2500,952,326,4607,1812,3518,1534,348,406,1066,1281,4428,1871,1156,286,1568,811,1508,1497,702,800,592,2621,695,2438,2368,1394,660,479,100,858,740,1144,497,502,1985,239,382,71,861,817,1571,1965,559,210,185,1214,884,970,1000,705,738,581,1128,90,1098,47,1494,730,256,2319,2560,5129,199,506,674,2293,183,1546,2372,2057,579,1562,1511,1264,1616,896,774,2533,2080,1461,1616,734,1116,646,2345,754,2008,798,336,1100,433,280,245,529,245,1625,150,1743,2578,353,294,8,405,618,1460,6818,6040,3732,958,4940,4921,200,6747,222,200,3523,1200,5010,200,1596,1471,2624,2191,4087,1702,2398,389,1614,1048,1089,1025,527,2342,455,717,235,365,793,100,288,741,1906,330,917,1805,2303,472,2125,1713,2201,200,611,422,2012,776,659,315,644,1319,1007,200,106,714,150,435,2549,400,184,318,233,534,708,389,579,94,250,745,1616,730,1501,1997,2281,3340,1517,914,1894,429,1924,263,2178,454,928,922,2135,1331,722,3259,543,3392,1970,1940,2039,982,960,1504,1393,779,0,355,296,2461,2861,1917,152,1305,1718,156,1420,1564,1247,1520,1344,700,873,1222,1526,0,780,1052,50,1416,1398,4738,169,3241,1850,2033,6211,2849,242,1291,50,2174,331,4198,2628,4576,1957,1569,494,376,50,2065,501,949,200,200,3637,4914,8727,2194,2080,680,3066,8130,12614,1480,3307,1157,2542,1950,3135,5315,5164,12673,723,4412,1801,4315,2557,4606,6443,9864,2184,893,1793,2330,1105,0,2367,8020,944,6850,3515,3552,3377,3323,980,1523,4814,2157,3644,2498,5097,1114,5110,285,4264,1639,1781,183,441,6206,3338,221,1813,1160,1380,328,517,1329,1002,2073,0,1889,1658,949,1195,148,1389,1915,4179,1649,3183,3469,365,281,323,724,4514,1697,1409,6035,4427,8455,3565,100,6739,1343,1566,4336,2743,200,152,0,610,735,2386,925,771,457,926,200,527,256,1252,2621,567,314,3476,237,784,1112,1026,0
1051,85,10384,3167,7756,1512,187,1830,1573,1063,1443,994,2503,614,2187,1136,2654,2356,2195,1116,1760,807,728,1853,4465,9711,1067,674,1290,2139,6645,1178,1589,423,1556,3845,655,919,667,848,1359,644,1257,1381,274,1653,1705,1080,2263,1258,34,2129,321,100,1521,591,2470,963,336,4614,1829,3526,1538,349,383,1034,1293,4444,1888,1159,287,1564,807,1503,1505,705,810,596,2617,703,2469,2399,1381,661,484,100,855,743,1149,503,508,1992,239,388,26,849,817,1589,1972,560,200,194,1214,904,1004,1003,718,745,583,1125,0,1093,8,1495,781,258,2318,2567,5129,202,502,643,2294,174,1530,2367,2035,543,1565,1512,1251,1621,893,804,2515,2069,1458,1608,725,1117,647,2342,750,2020,796,332,1068,438,278,240,525,245,1633,157,1719,2574,346,294,11,417,632,1430,6792,6043,3674,955,4944,4900,200,6712,467,200,3516,1188,4968,200,1599,1505,2684,2191,3961,1706,2395,399,1648,1048,1089,1043,532,2351,453,680,150,359,782,100,288,811,1970,330,862,1877,2298,472,2115,1715,2217,200,611,422,2030,776,662,315,647,1295,1011,200,106,701,139,431,2543,480,169,318,330,561,728,400,576,81,302,738,1594,734,1548,1986,2281,3383,1490,899,1816,408,1924,265,2061,442,966,921,2135,1437,734,3223,554,3389,1959,1941,1989,978,962,1495,1337,766,0,355,299,2479,2619,1965,151,1268,1716,92,1427,1564,1246,1532,1305,684,877,1236,1525,0,760,1059,77,1422,1434,4743,166,3236,1856,1996,6218,2922,252,1297,50,2210,334,4208,2643,4559,1951,1574,425,341,50,2035,503,954,200,200,3628,4916,8696,2197,2084,685,3059,8112,12615,1484,3278,1175,2536,1974,3130,5306,5152,12676,717,4417,1810,4315,2568,4602,6442,9853,2182,895,1790,2330,1103,0,2370,8000,946,6850,3504,3547,3338,3319,980,1526,4815,2141,3649,2471,5086,1118,5092,277,4298,1637,1739,183,444,6204,3334,221,1835,1157,1393,330,515,1346,1016,2061,0,1917,1642,926,1117,148,1418,1924,4208,1697,2920,3459,370,257,325,708,4516,1640,1288,6023,4439,8438,3577,100,6734,1343,1585,4243,2788,200,152,0,614,741,2377,954,823,465,940,200,532,256,1258,2572,573,304,1279,237,788,1121,1053,0
1036,64,10355,3128,7734,1515,187,1811,1529,1043,1429,990,2492,613,2181,1137,2655,2375,2214,1101,1737,826,740,1846,4442,9698,1062,929,1302,2122,6585,1177,1549,498,1582,3803,669,896,667,850,1359,640,1262,1369,263,1594,1711,1080,2254,1254,83,2133,320,100,1550,582,2511,900,328,4619,1833,3521,1556,347,370,1024,1292,4401,1886,1156,291,1560,809,1512,1495,704,803,593,2603,689,2467,2423,1383,666,490,100,857,687,1146,500,504,1987,251,399,20,844,805,1596,1977,558,199,223,1218,883,980,999,710,742,586,1119,0,1061,1,1494,785,260,2319,2568,5129,199,515,624,2291,172,1523,2362,2018,543,1560,1511,1165,1635,903,798,2553,2065,1455,1611,722,1098,655,2350,696,2010,785,310,1117,433,256,330,532,147,1630,139,1758,2566,317,356,12,394,575,1450,6755,6033,3547,952,4941,4899,200,6692,758,200,3478,1218,4901,200,1603,1501,2618,2196,4066,1691,2401,392,1624,1048,1093,1048,533,2355,456,636,203,361,774,100,288,811,1903,330,899,1803,2304,472,2120,1712,2226,200,611,422,2023,771,660,315,654,1325,1010,200,102,709,139,437,2541,433,227,319,321,545,721,400,574,93,300,744,1616,720,1584,1962,2281,3391,1468,904,1762,401,1925,268,2063,431,941,906,2229,1454,727,3201,527,3375,1971,1932,2025,963,954,1493,1366,775,0,355,308,2504,2702,2017,152,1288,1690,30,1396,1564,1230,1561,1302,839,877,1204,1520,0,731,1063,70,1406,1449,4724,189,3245,1871,2004,6214,2855,245,1283,50,2152,334,4221,2625,4545,1949,1571,423,373,50,2046,479,947,200,200,3622,4906,8677,2206,2088,680,3056,8083,12602,1484,3271,1213,2536,1974,3114,5295,5133,12693,781,4383,1819,4309,2578,4585,6427,9848,2187,898,1791,2316,1082,0,2363,8018,944,6851,3494,3532,3329,3300,977,1526,4822,2112,3654,2445,5056,2114,5058,309,4312,1626,1746,183,416,6203,3229,221,1814,1222,1381,259,502,1379,1031,2025,235,1943,1642,938,1155,148,1406,1948,4163,1658,2971,3434,367,257,326,717,4519,1676,1373,5962,4453,8403,3584,100,6723,1365,1604,4269,2829,200,156,0,618,743,2375,994,838,470,958,200,551,256,1264,2542,603,284,1201,236,801,1146,1077,0
976,86,10327,3121,7730,1510,187,1741,1496,1102,1493,982,2503,604,2174,1140,2654,2395,2248,1096,1744,822,748,1853,4433,9679,1072,1148,1284,2113,6627,1183,1535,457,1546,3779,665,897,667,847,1345,637,1198,1355,285,1593,1742,1080,2259,1257,80,2154,327,100,1567,594,2484,912,329,4601,1849,3552,1537,353,349,1056,1294,4381,1880,1158,298,1566,815,1515,1534,711,801,589,2582,684,2453,2408,1357,660,497,100,847,744,1133,505,509,1986,251,349,100,842,814,1615,1980,553,195,180,1228,887,964,988,690,741,548,1113,240,1077,6,1495,757,258,2301,2650,5180,198,505,626,2296,171,1527,2370,2025,553,1556,1509,1168,1617,900,785,2555,2056,1468,1602,730,1123,653,2356,689,2049,789,338,1133,434,266,330,526,147,1629,139,1755,2560,343,356,28,355,618,1455,6735,6025,3658,948,4967,4893,200,6664,1105,200,3457,1200,4843,200,1601,1515,2630,2205,4101,1706,2433,396,1628,1048,1101,1057,532,2347,449,589,232,365,780,100,288,825,1903,330,926,1812,2290,472,2134,1719,2242,200,611,422,2056,771,658,315,665,1331,1017,200,107,719,139,433,2540,452,229,322,288,552,710,403,577,110,319,753,1626,723,1534,1932,2281,3432,1449,926,1740,420,1934,264,2088,476,919,899,2209,1489,712,3198,518,3387,1968,1915,2037,970,947,1509,1370,769,0,346,301,2514,2745,1979,153,1296,1724,0,1383,1555,1240,1602,1328,868,885,1170,1526,0,726,1079,70,1395,1466,4809,180,3223,1869,1980,6220,3004,244,1287,50,2108,334,4280,2615,4538,1986,1585,406,382,50,2053,495,965,200,200,3607,4892,8641,2212,2090,666,3065,8051,12739,1475,3263,1216,2524,1959,3095,5507,5001,12679,693,4345,1830,4308,2588,4573,6397,9848,2187,901,1753,2308,1090,0,2359,7817,940,6884,3452,3525,3316,3279,966,1528,4839,2078,3649,2419,5026,2560,5019,274,4299,1606,1805,180,409,6163,3185,226,1815,1233,1381,264,494,1373,1031,2078,910,1934,1625,948,1161,148,1418,1968,4139,1652,3145,3401,378,238,315,723,4517,1843,1525,5963,4451,8384,3597,100,6715,1364,1617,4279,2869,200,157,0,625,748,2215,1012,850,473,967,200,560,256,1267,2515,597,281,1212,238,811,1162,1083,0
1039,85,10353,3143,7746,1507,177,1702,1483,1082,1515,984,2489,601,2177,1144,2653,2400,2246,1105,1721,821,744,1855,4433,9674,1076,1178,1269,2114,6619,1185,1534,492,1531,3776,672,907,585,812,1351,640,1233,1291,260,1533,1723,1045,2256,1267,78,2163,324,100,1596,514,2507,903,338,4602,1859,3575,1533,354,320,1064,1298,4448,1892,1162,325,1570,820,1423,1529,718,808,594,2586,686,2467,2420,1363,663,502,100,848,751,1150,512,510,2005,251,395,95,837,809,1610,1976,559,192,201,1227,889,971,1009,677,747,588,1119,698,1076,0,1504,793,262,2328,2662,5169,199,507,704,2297,169,1530,2375,2031,536,1570,1511,1158,1628,905,800,2505,2092,1459,1616,743,1138,651,2350,686,2052,798,335,1110,437,273,330,493,147,1630,141,1750,2563,345,356,20,389,609,1453,6723,6123,3693,946,4982,4893,200,6670,1575,200,3458,1211,4926,200,1626,1526,2651,2211,4103,1705,2414,397,1624,1048,1100,1059,536,2341,452,541,222,371,785,100,288,810,1903,330,916,1816,2299,456,2132,1707,2257,200,611,422,2058,771,652,315,671,1318,1016,200,102,718,139,436,2540,452,219,319,190,548,710,406,573,116,299,752,1634,726,1540,1926,2281,3417,1440,923,1732,422,1933,268,2094,452,926,898,2211,1536,726,3173,524,3405,1943,1932,2042,969,942,1514,1364,772,0,346,303,2487,2749,1979,152,1302,1727,0,1381,1561,1246,1622,1325,870,892,1211,1528,0,711,1069,50,1410,1471,4872,163,3240,1852,1990,6247,3012,255,1291,50,2119,334,4297,2606,4532,1989,1583,409,385,50,2047,520,966,200,200,3610,4937,8677,2238,2096,666,3062,8059,12951,1494,3261,1234,2529,1960,3092,5598,4978,12687,539,4343,1844,4309,2577,4573,6391,9859,2190,905,1757,2311,1105,0,2364,7760,947,6897,3453,3532,3321,3273,979,1535,4819,2085,3664,2402,5027,1394,5029,281,4306,1641,1800,180,410,6176,3181,224,1816,1240,1387,265,493,1380,1011,2083,1306,1937,1629,960,1157,148,1428,1974,4144,1658,3141,3396,387,239,317,724,4504,1755,1469,5930,4368,8349,3599,100,6710,1353,1552,4272,2861,200,157,0,624,744,2055,1009,848,470,967,200,554,245,1267,2495,610,127,1182,42,813,1187,1070,0
